sale_id,sale_date,customer_id,model_id,shop_id,offer_id,quantity,discount,final_price,payment_mode,status
SALE4071,2022-02-08,CUST5698,MOD2132,SHOP3072,OFF_UNKNOWN,1,6.24,25688.3648,Cash,Delivered
SALE4072,2019-01-28,CUST3303,MOD2096,SHOP3079,OFF_UNKNOWN,1,21.48,18230.7736,EMI,Pending
SALE4073,2021-07-20,CUST3458,MOD2039,SHOP3026,OFF_UNKNOWN,1,18.89,43707.7457,UPI,Delivered
SALE4074,2019-09-17,CUST3515,MOD2140,SHOP3091,OFF_UNKNOWN,2,9.61,54743.799600000006,Credit Card,Pending
SALE4075,2022-09-20,CUST6382,MOD2107,SHOP3085,OFF_UNKNOWN,1,15.64,27363.0096,EMI,Delivered
SALE4076,2021-12-02,CUST6497,MOD2122,SHOP3029,OFF_UNKNOWN,1,1.29,7266.0431,EMI,Delivered
SALE4077,2024-01-22,CUST2447,MOD2104,SHOP3073,OFF_UNKNOWN,1,9.96,19585.5008,EMI,Delivered
SALE4078,2021-02-24,CUST1896,MOD2153,SHOP3072,OFF_UNKNOWN,1,20.86,13001.9106,Cash,Cancelled
SALE4079,2022-03-04,CUST3366,MOD2154,SHOP3010,OFF_UNKNOWN,1,29.21,14781.6599,Cash,Pending
SALE4080,2022-08-15,CUST4679,MOD2153,SHOP3016,OFF_UNKNOWN,1,18.93,13318.9903,EMI,Cancelled
SALE4081,2020-12-19,CUST5837,MOD2058,SHOP3038,OFF_UNKNOWN,1,28.01,11761.7262,EMI,Pending
SALE4082,2020-05-11,CUST1712,MOD2173,SHOP3027,OFF_UNKNOWN,1,27.91,15362.379,UPI,Pending
SALE4082,2020-05-11,CUST1712,MOD2173,SHOP3027,OFF_UNKNOWN,1,27.91,15362.379,UPI,Pending
SALE4083,2025-07-25,CUST6257,MOD2121,SHOP3038,OFF_UNKNOWN,1,9.27,16249.743,Cash,Delivered
SALE4084,2019-09-21,CUST5469,MOD2003,SHOP3059,OFF_UNKNOWN,1,28.14,16206.5858,Credit Card,Pending
SALE4085,2021-12-19,CUST5249,MOD2147,SHOP3059,OFF_UNKNOWN,1,29.86,18525.3768,UPI,Delivered
SALE4086,2022-05-26,CUST3434,MOD2162,SHOP3000,OFF_UNKNOWN,1,24.08,12595.8872,EMI,Pending
SALE4087,2022-08-10,CUST6649,MOD2177,SHOP3082,OFF_UNKNOWN,1,12.99,25656.6387,Cash,Pending
SALE4088,2025-08-01,CUST5718,MOD2145,SHOP3009,OFF_UNKNOWN,2,1.61,25642.4018,Credit Card,Pending
SALE4088,2025-08-01,CUST5718,MOD2145,SHOP3009,OFF_UNKNOWN,2,1.61,25642.4018,Credit Card,Pending
SALE4089,2023-01-26,CUST5685,MOD2046,SHOP3085,OFF_UNKNOWN,1,17.0,19909.21,Credit Card,Cancelled
SALE4090,2019-12-27,CUST1974,MOD2061,SHOP3026,OFF_UNKNOWN,1,0.72,31534.3064,EMI,Delivered
SALE4091,2023-04-05,CUST1561,MOD2037,SHOP3050,OFF_UNKNOWN,2,4.54,50584.254,Cash,Cancelled
SALE4091,2023-04-05,CUST1561,MOD2037,SHOP3050,OFF_UNKNOWN,2,4.54,50584.254,Cash,Cancelled
SALE4092,2019-10-31,CUST2630,MOD2065,SHOP3005,OFF_UNKNOWN,1,29.94,13504.7656,EMI,Delivered
SALE4092,2019-10-31,CUST2630,MOD2065,SHOP3005,OFF_UNKNOWN,1,29.94,13504.7656,EMI,Delivered
SALE4093,2020-11-23,CUST5169,MOD2081,SHOP3098,OFF_UNKNOWN,1,14.48,30150.9312,Cash,Delivered
SALE4094,2019-12-06,CUST5959,MOD2022,SHOP3060,OFF_UNKNOWN,1,25.48,20392.398,Credit Card,Pending
SALE4095,2019-01-25,CUST4433,MOD2152,SHOP3040,OFF_UNKNOWN,1,15.07,30731.0712,Cash,Cancelled
SALE4096,2020-05-15,CUST4084,MOD2072,SHOP3094,OFF_UNKNOWN,1,16.76,18027.2868,EMI,Cancelled
SALE4097,2025-04-24,CUST4195,MOD2055,SHOP3089,OFF_UNKNOWN,2,2.12,45353.6768,Cash,Cancelled
SALE4098,2020-01-11,CUST6517,MOD2132,SHOP3091,OFF_UNKNOWN,2,4.57,52291.8228,Credit Card,Cancelled
SALE4099,2020-11-25,CUST3068,MOD2144,SHOP3061,OFF_UNKNOWN,1,17.09,25372.1182,Credit Card,Pending
SALE4100,2024-03-01,CUST5431,MOD2185,SHOP3031,OFF_UNKNOWN,1,20.46,11106.9656,UPI,Delivered
SALE4101,2024-05-28,CUST5959,MOD2169,SHOP3034,OFF_UNKNOWN,1,24.05,12130.734,Cash,Cancelled
SALE4101,2024-05-28,CUST5959,MOD2169,SHOP3034,OFF_UNKNOWN,1,24.05,12130.734,Cash,Cancelled
SALE4102,2021-02-20,CUST1366,MOD2076,SHOP3021,OFF_UNKNOWN,1,23.47,21316.6662,Credit Card,Cancelled
SALE4103,2020-12-26,CUST1449,MOD2097,SHOP3002,OFF_UNKNOWN,1,8.3,18718.721,EMI,Pending
SALE4104,2021-12-29,CUST1283,MOD2071,SHOP3026,OFF_UNKNOWN,1,11.1,12352.655,UPI,Pending
SALE4105,2022-07-04,CUST1612,MOD2051,SHOP3065,OFF_UNKNOWN,1,18.97,9310.347,EMI,Delivered
SALE4106,2022-08-15,CUST6833,MOD2028,SHOP3048,OFF_UNKNOWN,1,9.18,18641.7132,EMI,Cancelled
SALE4107,2023-02-11,CUST1389,MOD2191,SHOP3044,OFF_UNKNOWN,2,19.26,38406.4032,UPI,Delivered
SALE4108,2024-12-24,CUST2190,MOD2197,SHOP3027,OFF_UNKNOWN,1,23.31,26553.9125,EMI,Delivered
SALE4109,2024-01-28,CUST6610,MOD2155,SHOP3059,OFF_UNKNOWN,1,15.16,14421.1032,Credit Card,Pending
SALE4110,2020-09-24,CUST6619,MOD2094,SHOP3019,OFF_UNKNOWN,1,12.26,26297.4328,EMI,Pending
SALE4111,2022-09-24,CUST2808,MOD2039,SHOP3008,OFF_UNKNOWN,1,26.64,39531.5032,Cash,Pending
SALE4112,2024-05-06,CUST3160,MOD2110,SHOP3099,OFF_UNKNOWN,1,9.13,22358.5635,Cash,Cancelled
SALE4113,2022-04-27,CUST2070,MOD2125,SHOP3033,OFF_UNKNOWN,1,10.73,26761.3606,EMI,Delivered
SALE4114,2022-07-21,CUST6546,MOD2172,SHOP3083,OFF_UNKNOWN,1,15.31,12542.589,UPI,Delivered
SALE4115,2024-12-04,CUST3302,MOD2191,SHOP3008,OFF_UNKNOWN,2,4.95,45213.384,Cash,Delivered
SALE4116,2023-03-27,CUST4762,MOD2191,SHOP3007,OFF_UNKNOWN,2,4.75,45308.52,EMI,Cancelled
SALE4117,2020-07-13,CUST3802,MOD2094,SHOP3081,OFF_UNKNOWN,1,15.77,25245.4156,UPI,Delivered
SALE4118,2019-02-27,CUST2771,MOD2113,SHOP3064,OFF_UNKNOWN,1,5.23,16109.0046,EMI,Delivered
SALE4118,2019-02-27,CUST2771,MOD2113,SHOP3064,OFF_UNKNOWN,1,5.23,16109.0046,EMI,Delivered
SALE4118,2019-02-27,CUST2771,MOD2113,SHOP3064,OFF_UNKNOWN,1,5.23,16109.0046,EMI,Delivered
SALE4119,2025-09-01,CUST4513,MOD2089,SHOP3023,OFF_UNKNOWN,1,23.61,21629.0646,Cash,Delivered
SALE4120,2024-10-18,CUST2288,MOD2091,SHOP3032,OFF_UNKNOWN,2,1.03,49360.2978,UPI,Delivered
SALE4121,2022-04-08,CUST3703,MOD2106,SHOP3071,OFF_UNKNOWN,1,7.04,16914.072,UPI,Pending
SALE4122,2024-08-13,CUST6761,MOD2163,SHOP3018,OFF_UNKNOWN,1,9.89,33695.7334,Credit Card,Cancelled
SALE4123,2020-03-02,CUST4456,MOD2194,SHOP3046,OFF_UNKNOWN,2,2.61,52629.556,Cash,Delivered
SALE4124,2025-02-23,CUST4590,MOD2130,SHOP3014,OFF_UNKNOWN,1,21.87,23121.7922,UPI,Pending
SALE4124,2025-02-23,CUST4590,MOD2130,SHOP3014,OFF_UNKNOWN,1,21.87,23121.7922,UPI,Pending
SALE4125,2023-12-05,CUST1432,MOD2186,SHOP3056,OFF_UNKNOWN,1,23.16,20640.7608,EMI,Delivered
SALE4126,2019-07-31,CUST4981,MOD2042,SHOP3030,OFF_UNKNOWN,1,25.11,21526.3816,Credit Card,Delivered
SALE4127,2019-08-22,CUST1966,MOD2072,SHOP3094,OFF_UNKNOWN,1,23.63,16539.4509,Credit Card,Pending
SALE4128,2020-07-07,CUST4453,MOD2007,SHOP3000,OFF_UNKNOWN,2,17.69,29539.4128,UPI,Cancelled
SALE4129,2022-05-15,CUST6277,MOD2107,SHOP3053,OFF_UNKNOWN,1,24.9,24359.436,Credit Card,Pending
SALE4130,2019-08-15,CUST3267,MOD2160,SHOP3045,OFF_UNKNOWN,1,22.08,28339.504,EMI,Pending
SALE4130,2019-08-15,CUST3267,MOD2160,SHOP3045,OFF_UNKNOWN,1,22.08,28339.504,EMI,Pending
SALE4131,2020-05-01,CUST3987,MOD2108,SHOP3071,OFF_UNKNOWN,1,0.41,24777.992,Cash,Cancelled
SALE4132,2025-02-11,CUST4574,MOD2194,SHOP3051,OFF_UNKNOWN,2,1.45,53256.420000000006,UPI,Pending
SALE4133,2021-09-27,CUST6730,MOD2078,SHOP3072,OFF_UNKNOWN,1,17.88,21299.4644,Cash,Delivered
SALE4134,2022-12-18,CUST3303,MOD2090,SHOP3044,OFF_UNKNOWN,1,28.97,17037.966099999998,UPI,Delivered
SALE4135,2023-10-30,CUST2539,MOD2178,SHOP3058,OFF_UNKNOWN,1,9.81,41288.0801,EMI,Cancelled
SALE4136,2024-06-27,CUST1895,MOD2046,SHOP3039,OFF_UNKNOWN,1,7.43,22204.7659,UPI,Cancelled
SALE4137,2020-05-02,CUST5918,MOD2053,SHOP3026,OFF_UNKNOWN,1,8.72,35538.955200000004,Credit Card,Cancelled
SALE4138,2024-09-25,CUST6426,MOD2059,SHOP3009,OFF_UNKNOWN,1,13.03,21886.8702,UPI,Cancelled
SALE4139,2019-09-17,CUST1020,MOD2003,SHOP3018,OFF_UNKNOWN,1,1.8,22147.046,EMI,Cancelled
SALE4140,2020-01-22,CUST1057,MOD2093,SHOP3071,OFF_UNKNOWN,1,5.84,22717.0416,Cash,Pending
SALE4141,2020-06-08,CUST2880,MOD2084,SHOP3037,OFF_UNKNOWN,2,24.45,50496.109,Cash,Delivered
SALE4142,2022-04-11,CUST2149,MOD2028,SHOP3030,OFF_UNKNOWN,2,15.11,34849.0428,EMI,Cancelled
SALE4143,2019-04-16,CUST1379,MOD2183,SHOP3052,OFF_UNKNOWN,2,0.9,62252.638,Credit Card,Pending
SALE4144,2019-05-31,CUST5880,MOD2000,SHOP3062,OFF_UNKNOWN,1,24.63,28329.321900000003,Cash,Pending
SALE4145,2021-01-01,CUST2350,MOD2117,SHOP3065,OFF_UNKNOWN,1,28.34,29596.2966,UPI,Cancelled
SALE4146,2022-10-29,CUST3077,MOD2130,SHOP3064,OFF_UNKNOWN,1,10.29,26548.7774,Cash,Cancelled
SALE4147,2023-10-05,CUST1044,MOD2017,SHOP3088,OFF_UNKNOWN,1,10.51,24181.9878,UPI,Pending
SALE4148,2021-07-08,CUST5452,MOD2010,SHOP3074,OFF_UNKNOWN,1,27.73,18161.451,EMI,Delivered
SALE4149,2025-07-06,CUST1318,MOD2121,SHOP3051,OFF_UNKNOWN,1,7.8,16513.02,EMI,Cancelled
SALE4150,2024-10-21,CUST4442,MOD2098,SHOP3035,OFF_UNKNOWN,1,14.63,23068.6814,EMI,Pending
SALE4151,2022-07-07,CUST4560,MOD2117,SHOP3044,OFF_UNKNOWN,1,1.17,40817.7783,EMI,Cancelled
SALE4152,2024-02-19,CUST1975,MOD2154,SHOP3066,OFF_UNKNOWN,1,11.79,18419.1301,Credit Card,Pending
SALE4153,2020-01-22,CUST6718,MOD2023,SHOP3022,OFF_UNKNOWN,2,27.56,19692.0896,Cash,Cancelled
SALE4153,2020-01-22,CUST6718,MOD2023,SHOP3022,OFF_UNKNOWN,2,27.56,19692.0896,Cash,Cancelled
SALE4154,2023-04-28,CUST5125,MOD2045,SHOP3030,OFF_UNKNOWN,1,28.92,18817.0084,EMI,Delivered
SALE4155,2024-03-02,CUST6759,MOD2129,SHOP3058,OFF_UNKNOWN,1,18.34,14527.314,Credit Card,Cancelled
SALE4156,2023-01-20,CUST1899,MOD2004,SHOP3071,OFF_UNKNOWN,2,24.82,37935.828,EMI,Cancelled
SALE4157,2023-07-24,CUST3689,MOD2073,SHOP3013,OFF_UNKNOWN,2,19.26,38273.9896,EMI,Pending
SALE4158,2025-04-28,CUST4956,MOD2130,SHOP3041,OFF_UNKNOWN,1,5.96,27830.1976,EMI,Pending
SALE4159,2020-05-29,CUST4108,MOD2174,SHOP3098,OFF_UNKNOWN,1,14.51,7836.8683,Credit Card,Cancelled
SALE4160,2021-11-24,CUST6216,MOD2007,SHOP3085,OFF_UNKNOWN,2,6.69,33487.0928,EMI,Delivered
SALE4161,2022-06-20,CUST6534,MOD2030,SHOP3074,OFF_UNKNOWN,1,8.72,24198.328,Cash,Delivered
SALE4162,2023-07-25,CUST5368,MOD2129,SHOP3074,OFF_UNKNOWN,2,14.5,30420.9,Cash,Cancelled
SALE4163,2023-06-15,CUST5812,MOD2088,SHOP3036,OFF_UNKNOWN,1,17.87,8806.7999,Credit Card,Pending
SALE4164,2019-10-16,CUST5614,MOD2106,SHOP3026,OFF_UNKNOWN,1,28.24,13056.732,Cash,Delivered
SALE4165,2024-12-14,CUST6616,MOD2138,SHOP3082,OFF_UNKNOWN,2,3.41,45992.2944,EMI,Cancelled
SALE4166,2025-01-10,CUST6321,MOD2173,SHOP3063,OFF_UNKNOWN,2,22.74,32928.212,Credit Card,Delivered
SALE4167,2021-01-27,CUST3854,MOD2118,SHOP3069,OFF_UNKNOWN,1,7.0,22182.36,Cash,Cancelled
SALE4168,2025-06-20,CUST6247,MOD2114,SHOP3014,OFF_UNKNOWN,1,7.49,22800.939700000003,UPI,Cancelled
SALE4169,2021-03-03,CUST1588,MOD2133,SHOP3097,OFF_UNKNOWN,1,21.47,13704.2703,Credit Card,Cancelled
SALE4170,2019-09-07,CUST5434,MOD2143,SHOP3080,OFF_UNKNOWN,1,3.89,38413.2448,EMI,Cancelled
SALE4171,2022-06-01,CUST3693,MOD2153,SHOP3026,OFF_UNKNOWN,1,7.08,15265.8268,EMI,Pending
SALE4172,2019-02-14,CUST4724,MOD2036,SHOP3077,OFF_UNKNOWN,1,1.12,26845.92,Cash,Cancelled
SALE4172,2019-02-14,CUST4724,MOD2036,SHOP3077,OFF_UNKNOWN,1,1.12,26845.92,Cash,Cancelled
SALE4173,2022-01-11,CUST2634,MOD2191,SHOP3061,OFF_UNKNOWN,2,17.63,39181.7616,EMI,Delivered
SALE4174,2024-06-05,CUST2585,MOD2136,SHOP3039,OFF_UNKNOWN,1,0.61,14712.7017,Cash,Cancelled
SALE4175,2024-01-30,CUST5677,MOD2036,SHOP3083,OFF_UNKNOWN,2,13.94,46730.58,Cash,Cancelled
SALE4176,2020-12-19,CUST4672,MOD2199,SHOP3017,OFF_UNKNOWN,1,19.94,20701.1142,Credit Card,Pending
SALE4177,2023-12-26,CUST1978,MOD2086,SHOP3080,OFF_UNKNOWN,1,18.96,7832.516,Cash,Delivered
SALE4178,2022-05-27,CUST2021,MOD2127,SHOP3033,OFF_UNKNOWN,1,14.8,37432.62,Credit Card,Delivered
SALE4179,2020-01-22,CUST2085,MOD2199,SHOP3068,OFF_UNKNOWN,1,1.81,25388.9883,Credit Card,Cancelled
SALE4180,2021-06-09,CUST3005,MOD2001,SHOP3004,OFF_UNKNOWN,1,26.58,10467.4894,Credit Card,Pending
SALE4181,2021-05-09,CUST6522,MOD2102,SHOP3073,OFF_UNKNOWN,1,12.66,33450.3466,UPI,Delivered
SALE4182,2020-02-29,CUST3179,MOD2087,SHOP3071,OFF_UNKNOWN,2,2.0,55309.24,UPI,Delivered
SALE4183,2019-07-20,CUST1136,MOD2194,SHOP3035,OFF_UNKNOWN,1,7.37,25028.626,Credit Card,Pending
SALE4184,2023-06-11,CUST5187,MOD2101,SHOP3080,OFF_UNKNOWN,1,16.08,23078.0,UPI,Cancelled
SALE4185,2023-01-22,CUST1782,MOD2116,SHOP3017,OFF_UNKNOWN,1,27.05,18358.597,Cash,Delivered
SALE4186,2019-09-19,CUST2153,MOD2187,SHOP3013,OFF_UNKNOWN,1,14.3,23216.987,UPI,Delivered
SALE4187,2023-11-01,CUST6853,MOD2024,SHOP3057,OFF_UNKNOWN,2,21.63,51924.82720000001,Credit Card,Cancelled
SALE4188,2019-08-09,CUST5745,MOD2106,SHOP3063,OFF_UNKNOWN,1,17.32,15043.626,EMI,Cancelled
SALE4189,2025-06-30,CUST5991,MOD2148,SHOP3054,OFF_UNKNOWN,1,6.74,32581.3136,Credit Card,Delivered
SALE4190,2021-11-04,CUST1267,MOD2053,SHOP3044,OFF_UNKNOWN,1,11.74,34363.148400000005,EMI,Delivered
SALE4191,2020-01-22,CUST6808,MOD2036,SHOP3080,OFF_UNKNOWN,1,24.68,20449.38,EMI,Pending
SALE4192,2021-06-14,CUST6873,MOD2008,SHOP3010,OFF_UNKNOWN,1,16.97,17513.517900000003,UPI,Pending
SALE4193,2020-11-07,CUST2720,MOD2069,SHOP3021,OFF_UNKNOWN,2,14.72,31053.8592,UPI,Delivered
SALE4194,2022-08-16,CUST4606,MOD2135,SHOP3069,OFF_UNKNOWN,1,3.15,16270.8,Cash,Pending
SALE4194,2022-08-16,CUST4606,MOD2135,SHOP3069,OFF_UNKNOWN,1,3.15,16270.8,Cash,Pending
SALE4195,2023-08-05,CUST3891,MOD2196,SHOP3073,OFF_UNKNOWN,1,12.0,23302.4,EMI,Pending
SALE4196,2023-02-06,CUST3819,MOD2120,SHOP3090,OFF_UNKNOWN,1,8.64,16236.4992,Cash,Cancelled
SALE4197,2020-10-17,CUST4616,MOD2190,SHOP3013,OFF_UNKNOWN,1,11.46,18365.8522,Credit Card,Delivered
